"","ApplNo","SubmissionClassCodeID.x","SponsorName","NAME_EDIT","EMPLOYEES","ESTIMATED","Orig_App_Date","SubmissionClassCodeID.y","SubmissionNo","SubmissionStatusDate","ReviewPriority.y","DAY_DELAY","SURVIVAL","NDA","ORIG_PRIORITY","DrugName","ActiveIngredient"
"962",761060,14,"WYETH PHARMS INC","PFIZER",92400,0,2017-09-01,NA,NA,NA,NA,696,0,0,0,"mylotarg","gemtuzumab ozogamicin"
"963",761060,14,"WYETH PHARMS INC","PFIZER",92400,0,2017-09-01,NA,NA,NA,NA,696,0,0,0,"mylotarg","gemtuzumab ozogamicin"
"964",761060,2,"WYETH PHARMS INC","PFIZER",92400,0,2017-09-01,NA,NA,NA,NA,696,0,0,0,"mylotarg","gemtuzumab ozogamicin"
"965",761060,2,"WYETH PHARMS INC","PFIZER",92400,0,2017-09-01,NA,NA,NA,NA,696,0,0,0,"mylotarg","gemtuzumab ozogamicin"
"966",761061,7,"JANSSEN BIOTECH","JANSSEN",135100,0,2017-07-13,NA,NA,NA,NA,746,0,0,1,"tremfya","guselkumab"
"967",761063,7,"ELI LILLY AND CO","ELI LILLY",38680,0,2018-09-27,NA,NA,NA,NA,305,0,0,0,"emgality","galcanezumab-gnlm"
"968",761064,15,"GENENTECH INC","GENENTECH",14717,0,2017-06-22,15,1,2017-06-22,"STANDARD",0,1,0,0,"rituxan hycela","hyaluronidase;rituximab"
"969",761065,7,"TAIMED BIOLOGICS USA","TAIMED BIOLOGICS USA",0,1,2018-03-06,3,1,2018-05-30,"STANDARD",85,1,0,1,"trogarzo","ibalizumab-uiyk"
"970",761067,7,"SUN PHARMA GLOBAL","SUN PHARMA GLOBAL",30000,0,2018-03-20,NA,NA,NA,NA,496,0,0,0,"ilumya","tildrakizumab-asmn"
"971",761068,7,"ULTRAGENYX PHARM INC","ULTRAGENYX PHARM INC",610,0,2018-04-17,NA,NA,NA,NA,468,0,0,1,"crysvita","burosumab-twza"
"972",761069,7,"ASTRAZENECA UK LTD","ASTRAZENECA",59700,0,2017-05-01,2,2,2018-02-16,"PRIORITY",291,1,0,1,"imfinzi","durvalumab"
"973",761070,7,"ASTRAZENECA AB","ASTRAZENECA",59700,0,2017-11-14,NA,NA,NA,NA,622,0,0,0,"fasenra","benralizumab"
"974",761071,9,"SANDOZ INC","SANDOZ INC",26500,0,2018-10-30,NA,NA,NA,NA,272,0,0,0,"hyrimoz","adalimumab-adaz"
"975",761072,15,"PFIZER INC","PFIZER",92400,0,2017-12-13,NA,NA,NA,NA,593,0,0,0,"ixifi","infliximab-qbtx"
"976",761074,19,"MYLAN GMBH","MYLAN",35000,0,2017-12-01,NA,NA,NA,NA,605,0,0,0,"ogivri","trastuzumab-dkst"
"977",761075,15,"MYLAN GMBH","MYLAN",35000,0,2018-06-04,NA,NA,NA,NA,420,0,0,0,"fulphila","pegfilgrastim-jmdb"
"978",761077,7,"AMGEN INC","AMGEN",19200,0,2018-05-17,NA,NA,NA,NA,438,0,0,0,"aimovig","erenumab-aooe"
"979",761079,7,"BIOMARIN PHARM","BIOMARIN PHARM",2849,0,2018-05-24,NA,NA,NA,NA,431,0,0,1,"palynziq","pegvaliase-pqpz"
"980",761080,9,"HOSPIRA INC","HOSPIRA INC",19000,0,2018-07-20,NA,NA,NA,NA,374,0,0,0,"nivestym","filgrastim-aafi"
"981",761083,7,"GENENTECH INC","GENENTECH",14717,0,2017-11-16,2,2,2018-10-04,"PRIORITY",322,1,0,1,"hemlibra","emicizumab"
"982",761083,7,"GENENTECH INC","GENENTECH",14717,0,2017-11-16,2,4,2018-10-04,"PRIORITY",322,1,0,1,"hemlibra","emicizumab"
"983",761088,15,"CELLTRION INC","CELLTRION",331,1,2018-11-28,NA,NA,NA,NA,243,0,0,0,"truxima","rituximab-abbs"
"984",761089,7,"TEVA PHARMS USA","TEVA",42535,0,2018-09-14,NA,NA,NA,NA,318,0,0,1,"ajovy","fremanezumab-vfrm"
"985",761090,7,"DYAX CORP.","DYAX CORP.",124,0,2018-08-23,3,1,2018-11-16,"STANDARD",85,1,0,1,"takhzyro","lanadelumab (shp643)"
"986",761091,19,"CELLTRION INC","CELLTRION",331,1,2018-12-14,NA,NA,NA,NA,227,0,0,0,"herzuma","trastuzumab-pkrb"
"987",761092,7,"LEADIANT BIOSCI INC","SIGMA-TAU PHARM",105,1,2018-10-05,NA,NA,NA,NA,297,0,0,1,"revcovi","elapegademase-lvlr"
"988",761094,7,"DOMPE FARMACEUTICI","DOMPE FARMACEUTICI",0,1,2018-08-22,NA,NA,NA,NA,341,0,0,1,"oxervate","cenegermin-bkbj"
"989",761097,7,"REGENERON PHARMACEUTICALS","REGENERON PHARMACEUTICALS",7400,0,2018-09-28,19,1,2018-09-28,"PRIORITY",0,1,0,1,"libtayo","cemiplimab-rwlc"
"990",761100,19,"SAMSUNG BIOEPIS CO LTD","SAMSUNG",320671,0,2019-01-18,NA,NA,NA,NA,192,0,0,0,"ontruzant","trastuzumab-dttb"
"991",761102,7,"SERVIER PHARMA LLC","SERVIER PHARMA LLC",21700,0,2018-12-20,NA,NA,NA,NA,221,0,0,0,"asparlas","calaspargase pegol-mknl"
"992",761104,7,"ASTRAZENECA AB","ASTRAZENECA",59700,0,2018-09-13,3,1,2019-01-25,"STANDARD",134,1,0,1,"lumoxiti","moxetumomab pasudotox-tdfk"
"993",761107,7,"NOVIMMUNE S.A.","NOVIMMUNE S.A.",150,0,2018-11-20,NA,NA,NA,NA,251,0,0,1,"gamifant","emapalumab-lzsg"
"994",761108,7,"ALEXION PHARM","ALEXION PHARM",2656,0,2018-12-21,NA,NA,NA,NA,220,0,0,1,"ultomiris","ravulizumab-cwvz"
"995",761116,7,"STEMLINE THERAPEEUTICS INC","STEMLINE THERAPEEUTICS INC",29,0,2018-12-21,NA,NA,NA,NA,220,0,0,1,"elzonris","tagraxofusp-erzs"
